,album_artist,album_mood,album_title,allmusic_href,lyrics,lyrics(normalized_no_stopwords),lyrics(normalized_with_stopwords),positive_score,negative_score,compound_score,sentiment_label,lyrics_href,track_genres,track_length,track_moods,track_title,track_url
0,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"As soon as I'm left alone
The Devil wanders into my soul
And I pretend to myself
And I pretend to myself

I go out to the old milestone
Insanely expecting you to come there knowing
That I wait for you there
That I wait for you there

Come, come
Come here at once
Come, come
On a night with no moon

Because all of my being
Is now in pining
All of my being
Is now in pining

What finally cheered me
Now seems
Insignificant
Insignificant",soon leave alone devil wander soul pretend pretend go old milestone insanely expect come know wait wait come come come come come night no moon pin pin finally cheer seem insignificant insignificant,as soon as i be leave alone the devil wander into my soul and i pretend to myself and i pretend to myself i go out to the old milestone insanely expect you to come there know that i wait for you there that i wait for you there come come come here at once come come on a night with no moon because all of my being be now in pin all of my being be now in pin what finally cheer me now seem insignificant insignificant,0.076,0.398,-0.8779,0,/lyric/12186202/PJ+Harvey/The+Devil,['Pop/Rock'],2:55,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",The Devil,https://www.allmusic.com/song/the-devil-mt0016910513
1,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"Dear darkness, dear darkness
Won't you cover, cover me again?
Dear darkness, dear
I've been your friend for many years

Won't you do this for me, dearest darkness?
And cover me from the sun
And though the words tightening
The words are tightening around my throat and, and

Around the throat of the one I love
Tightening, tightening, tightening
Around the throat of the one I love
Tightening, tightening, tightening

Dear darkness, dear darkness
Now it's your time to look after us
?Cause we kept your clothes, we kept your business
When everyone else was having good luck

So now it's your time, time to pay
To pay me and the one I love
With the worldly goods you stashed away
With all the things you took from us",dear darkness dear darkness not cover cover dear darkness dear friend many year not dear darkness cover sun though word tighten word tighten around throat around throat one love tighten tighten tighten around throat one love tighten tighten tighten dear darkness dear darkness time look us keep clothe keep business everyone else good luck time time pay pay one love worldly good stash away thing take us,dear darkness dear darkness will not you cover cover me again dear darkness dear i have be your friend for many year will not you do this for me dear darkness and cover me from the sun and though the word tighten the word be tighten around my throat and and around the throat of the one i love tighten tighten tighten around the throat of the one i love tighten tighten tighten dear darkness dear darkness now it be your time to look after us because we keep your clothe we keep your business when everyone else be have good luck so now it be your time time to pay to pay me and the one i love with the worldly good you stash away with all the thing you take from us,0.417,0.144,0.9849,1,/lyric/12186203/PJ+Harvey/Dear+Darkness,['Pop/Rock'],3:09,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",Dear Darkness,https://www.allmusic.com/song/dear-darkness-mt0016891915
2,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"I sowed a seed
Underneath the oak tree
I trod it in
With my boots I trampled it down

Grow
Grow
Grow

I sowed a rose
Underneath the oak grove
With my boots on the ground
Into the earth I trampled it down

Grow
Grow
Grow

Teach me how to...
Teach me how to...

Teach me, Mommy
How to grow
How to catch someone's fancy
Underneath the twisted oak grove",sow seed underneath oak tree trod boot trample grow grow grow sow rose underneath oak grove boot ground earth trample grow grow grow teach teach teach mommy grow catch someone fancy underneath twisted oak grove,i sow a seed underneath the oak tree i trod it in with my boot i trample it down grow grow grow i sow a rose underneath the oak grove with my boot on the ground into the earth i trample it down grow grow grow teach me how to teach me how to teach me mommy how to grow how to catch someone fancy underneath the twisted oak grove,0.0,0.0,0.0,0,/lyric/12186204/PJ+Harvey/Grow+Grow+Grow,['Pop/Rock'],3:21,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",Grow Grow Grow,https://www.allmusic.com/song/grow-grow-grow-mt0028178558
3,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"The ceiling is moving
Moving in time
Like a conveyor belt
Above my eyes

When under ether
The mind comes alive
But conscious of nothing
But the will to survive

I lay on the bed
Waist down undressed
Look up at the ceiling
Feeling happiness
Human kindness

The woman beside me
Is holding my hand
I point at the ceiling
She smiles so kind

Something's inside me
Unborn and unblessed
Disappears in the ether
This world to the next

Disappears in the ether
One world to the next
Human kindness",ceiling move move time like conveyor belt eye ether mind come alive conscious nothing survive lie bed waist undressed look ceiling feel happiness human kindness woman beside hold hand point ceiling smile kind something inside unborn unblessed disappear ether world next disappear ether one world next human kindness,the ceiling be move move in time like a conveyor belt above my eye when under ether the mind come alive but conscious of nothing but the will to survive i lie on the bed waist down undressed look up at the ceiling feel happiness human kindness the woman beside me be hold my hand i point at the ceiling she smile so kind something inside me unborn and unblessed disappear in the ether this world to the next disappear in the ether one world to the next human kindness,0.363,0.058,0.9638,1,/lyric/12186205/PJ+Harvey/When+Under+Ether,['Pop/Rock'],2:22,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",When Under Ether,https://www.allmusic.com/song/when-under-ether-mt0016888808
4,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"White chalk hills are all I've known
White chalk hills will rot my bones
White chalk sticking to my shoes
White chalk playing as a child with you

White chalk stands against time
White chalk cutting down the sea at Lyme
I walk families by the Cerne
On a path cut fifteen hundred years ago

And I know
These chalk hills will rot my bones

Dorset's cliffs meet at the sea
Where I walked our unborn child in me
White chalk, gorse-scattered land
Scratched my palms, there's blood on my hands",white chalk hill know white chalk hill rot bone white chalk stick shoe white chalk play child white chalk stand time white chalk cut sea lyme walk family cerne path cut fifteen hundred year ago know chalk hill rot bone dorset cliff meet sea walk unborn child white chalk gorse scatter land scratch palm blood hand,white chalk hill be all i have know white chalk hill will rot my bone white chalk stick to my shoe white chalk play as a child with you white chalk stand against time white chalk cut down the sea at lyme i walk family by the cerne on a path cut fifteen hundred year ago and i know these chalk hill will rot my bone dorset cliff meet at the sea where i walk our unborn child in me white chalk gorse scatter land scratch my palm there be blood on my hand,0.091,0.068,0.34,1,/lyric/12186206/PJ+Harvey/White+Chalk,['Pop/Rock'],3:07,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",White Chalk,https://www.allmusic.com/song/white-chalk-mt0016906876
5,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"Please don't reproach me
For, for how empty
My life has become

I don?t know what really happened
I watched your disappointment
At being misunderstood
I forgive you

Oh, something metal
Tearing my stomach out
If you think ill of me

Can you, can you forgive me?
Forgive me
Can you, can you forgive me
Too, too?

I tried to learn your language
But fell asleep half-undressed
Unrecognizable to myself",please not reproach empty life become dont know really happen watch disappointment misunderstand forgive oh something metal tear stomach think ill forgive forgive forgive try learn language fall asleep half undressed unrecognizable,please do not reproach me for for how empty my life have become i dont know what really happen i watch your disappointment at be misunderstand i forgive you oh something metal tear my stomach out if you think ill of me can you can you forgive me forgive me can you can you forgive me too too i try to learn your language but fall asleep half undressed unrecognizable to myself,0.278,0.201,0.1099,1,/lyric/12186207/PJ+Harvey/Broken+Harp,['Pop/Rock'],1:57,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",Broken Harp,https://www.allmusic.com/song/broken-harp-mt0028932809
6,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"All those places
Where I recall
The memories that grip me
And pin me down

I go to these places
Intending to think
And think of nothing
But anticipate

Somehow expect you'll
Find me there
That by some miracle
You'd be aware

I'd risen this morning
Intending to break
The spell, my longing
Not to think

I freed myself from my family
I freed myself from work
I freed myself, I freed myself
And remained alone

And in my thinking
Steal you away
Though you never wanted me
Anyway

Silence, silence
Silence, silence
Silence, silence
Silence, silence",place recall memory grip pin go place intend think think nothing anticipate somehow expect find miracle would aware would rise morning intend break spell longing not think free family free work free free remain alone thinking steal away though never want anyway silence silence silence silence silence silence silence silence,all those place where i recall the memory that grip me and pin me down i go to these place intend to think and think of nothing but anticipate somehow expect you will find me there that by some miracle you would be aware i would rise this morning intend to break the spell my longing not to think i free myself from my family i free myself from work i free myself i free myself and remain alone and in my thinking steal you away though you never want me anyway silence silence silence silence silence silence silence silence,0.06,0.29,-0.8893,0,/lyric/12186208/PJ+Harvey/Silence,['Pop/Rock'],3:05,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",Silence,https://www.allmusic.com/song/silence-mt0028033272
7,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"Oh, Grandmother
How I miss you
Under the earth
Wish I was with you

To talk to you
To talk to you

I found somebody
Tried to give myself to
Many a times
I wanted to talk to you

If I laid on the earth
Could you hear?

Oh, Grandmother
I?m so lonely
All my life

If I laid on the earth
Could you hear?
If I lay
Mary",oh grandmother miss earth wish talk talk find somebody try give many time want talk lay earth could hear oh grandmother im lonely life lay earth could hear lie mary,oh grandmother how i miss you under the earth wish i be with you to talk to you to talk to you i find somebody try to give myself to many a time i want to talk to you if i lay on the earth could you hear oh grandmother im so lonely all my life if i lay on the earth could you hear if i lie mary,0.117,0.12,-0.0258,0,/lyric/12186209/PJ+Harvey/To+Talk+to+You,['Pop/Rock'],4:00,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",To Talk to You,https://www.allmusic.com/song/to-talk-to-you-mt0029787692
8,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"Hit her with a hammer
Teeth smashed in
Red tongues twitching
Look inside a skeleton

My fingers sting
Where I feel your fingers have been
Ghostly fingers
Moving my limbs

Oh God, I miss you
Oh God, I miss you
Oh God, I miss you
Oh God, I miss you
Oh God, I miss you

Daddy's in the corner
Rattling his keys
Mummy's in the doorway
Trying to leave

Nobody's listening
Nobody's listening
Nobody's listening

Oh God, I miss you
Oh God, I miss you
Oh God, I miss you",hit hammer tooth smash red tongue twitch look inside skeleton finger st feel finger ghostly finger move limb oh god miss oh god miss oh god miss oh god miss oh god miss daddy corner rattle key mummys doorway try leave nobody listen nobodys listen nobodys listen oh god miss oh god miss oh god miss,hit her with a hammer tooth smash in red tongue twitch look inside a skeleton my finger st where i feel your finger have be ghostly finger move my limb oh god i miss you oh god i miss you oh god i miss you oh god i miss you oh god i miss you daddy in the corner rattle his key mummys in the doorway try to leave nobody listen nobodys listen nobodys listen oh god i miss you oh god i miss you oh god i miss you,0.241,0.201,0.7003,1,/lyric/12186210/PJ+Harvey/The+Piano,['Pop/Rock'],2:36,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",The Piano,https://www.allmusic.com/song/the-piano-mt0016896722
9,PJ Harvey,eerie,White Chalk,/album/white-chalk-mw0000486087,"Farewell, my friends
Farewell, my dear ones
If I was rude
Forgive my weakness

Goodbye, my friends
Goodbye to evening parties
Remember me
In the spring

To work for your bread
Soon you must leave
Remember your families
And work for your children

I don't need much
And the older I become
I realize
My friendships

Will carry me over
In a course of distance
In a cause of sorrow
Friends that last

Will dance one more time
With me
I don't need much
But this I need",farewell friend farewell dear one rude forgive weakness goodbye friend goodbye evening party remember spring work bread soon must leave remember family work child not need much old become realize friendship carry course distance sorrow friend last dance one time not need much need,farewell my friend farewell my dear one if i be rude forgive my weakness goodbye my friend goodbye to evening party remember me in the spring to work for your bread soon you must leave remember your family and work for your child i do not need much and the old i become i realize my friendship will carry me over in a course of distance in a because of sorrow friend that last will dance one more time with me i do not need much but this i need,0.314,0.164,0.8591,1,/lyric/12186211/PJ+Harvey/Before+Departure,['Pop/Rock'],3:45,"['atmospheric', 'eerie', 'spooky', 'weary', 'angst-ridden', 'austere', 'hypnotic', 'intense']",Before Departure,https://www.allmusic.com/song/before-departure-mt0032816363
