,Unnamed: 0,album_artist,album_mood,album_title,allmusic_href,lyrics,lyrics(normalized_no_stopwords),lyrics(normalized_with_stopwords),lyrics_href,track_genres,track_length,track_moods,track_title,track_url
20,20,Depeche Mode,cathartic,Sounds of the Universe,/album/sounds-of-the-universe-mw0000809901,"They're almost falling over you
Why don't they call a truce
What ever they are trying to do
Its of little use
They're drowning you in compliments
Trying to furnish proof
Although they speak with eloquence
There is little truth

[Chorus]
You're bright, you're strong, you know the right from wrong
At least to some degree
You're wise, you're tough, you've heard their lies enough
You smile in sympathy

I'm watching your serenity
The way your so transense
The tidiest absurdities
Your patience never ends
And as the night begins to fade
Your heading for the door
Followed by sad parade
Your on your own once more

[Chorus: x2]",almost fall not call truce ever try little use drown compliment try furnish proof although speak eloquence little truth [ chorus ] bright strong know right wrong least degree wise tough hear lie enough smile sympathy watch serenity way transense tidy absurditi patience never end night begin fade heading door follow sad parade [ chorus x ],they be almost fall over you why do not they call a truce what ever they be try to do its of little use they be drown you in compliment try to furnish proof although they speak with eloquence there be little truth [ chorus ] you be bright you be strong you know the right from wrong at least to some degree you be wise you be tough you have hear their lie enough you smile in sympathy i be watch your serenity the way your so transense the tidy absurditi your patience never end and as the night begin to fade your heading for the door follow by sad parade your on your own once more [ chorus x ],/lyric/16265379/Depeche+Mode/In+Sympathy,['Pop/Rock'],4:54,"['brooding', 'nocturnal', 'bitter', 'bleak', 'cathartic', 'rebellious', 'restrained', 'snide']",In Sympathy,https://www.allmusic.com/song/in-sympathy-mt0010042270
21,21,Depeche Mode,cathartic,Sounds of the Universe,/album/sounds-of-the-universe-mw0000809901,"Peace will come to me
Peace will come to me

I'm leaving bitterness behind
This time I'm cleaning up my mind
There is no space for the regrets
I will remember to forget

Just look at me
I am walking love incarnate
Look at the frequencies of which I vibrate
I'm going to light up the world

Peace will come to me
Peace will come to me

I'm leaving anger in the past
With all the shadows that it cast
There is radar in my heart
I should have trusted from the start

Just look at me
I am a living act of holiness
Giving all the positive virtues that I possess
I'm going to light up the world

Peace will come to me
Just wait and see
Peace will come to me
It's meant to be
Peace will come to me
Just wait and see
Peace will come to me
It's inevitability",peace come peace come leave bitterness behind time clean mind no space regret remember forget look walk love incarnate look frequency vibrate go light world peace come peace come leave anger past shadow cast radar heart trust start look live act holiness give positive virtue possess go light world peace come wait see peace come mean peace come wait see peace come inevitability,peace will come to me peace will come to me i be leave bitterness behind this time i be clean up my mind there be no space for the regret i will remember to forget just look at me i be walk love incarnate look at the frequency of which i vibrate i be go to light up the world peace will come to me peace will come to me i be leave anger in the past with all the shadow that it cast there be radar in my heart i should have trust from the start just look at me i be a live act of holiness give all the positive virtue that i possess i be go to light up the world peace will come to me just wait and see peace will come to me it be mean to be peace will come to me just wait and see peace will come to me it be inevitability,/lyric/16265380/Depeche+Mode/Peace,['Pop/Rock'],4:29,"['brooding', 'dramatic', 'intimate', 'melancholy', 'nocturnal', 'angst-ridden', 'bleak', 'cathartic']",Peace,https://www.allmusic.com/song/peace-mt0010042276
22,22,Depeche Mode,cathartic,Sounds of the Universe,/album/sounds-of-the-universe-mw0000809901,"[Chorus]
Come back Come back to me
I've been waiting here patiently

I've been walking a thin white line
Between love and hate
I could use a lil' company
A lil' kindness to go a long way

Weeks turn into months
Months turn into years
Reaching the same conclusions
Gathering up the fear

[Chorus]

I've been walking a thin white line
Between love and hate
I could use a lil' company
A lil' kindness to go a long way

Weeks turn into months
Months turn into years
Reaching the same conclusions
Gathering up the fear

[Chorus: x3]

Come back Come back to me",[ chorus ] come back come back wait patiently walk thin white line love hate could use lil company lil kindness go long way week turn month month turn year reach conclusion gather fear [ chorus ] walk thin white line love hate could use lil company lil kindness go long way week turn month month turn year reach conclusion gather fear [ chorus x ] come back come back,[ chorus ] come back come back to me i have be wait here patiently i have be walk a thin white line between love and hate i could use a lil company a lil kindness to go a long way week turn into month month turn into year reach the same conclusion gather up the fear [ chorus ] i have be walk a thin white line between love and hate i could use a lil company a lil kindness to go a long way week turn into month month turn into year reach the same conclusion gather up the fear [ chorus x ] come back come back to me,/lyric/16265381/Depeche+Mode/Come+Back,['Pop/Rock'],5:15,"['brooding', 'dramatic', 'intimate', 'melancholy', 'nocturnal', 'bleak', 'cathartic', 'gentle']",Come Back,https://www.allmusic.com/song/come-back-mt0010042275
23,23,Depeche Mode,cathartic,Sounds of the Universe,/album/sounds-of-the-universe-mw0000809901,"The sweetest perfection
To call my own
The slightest correction
Couldn't finely hone
The sweetest infection
Of body and mind
Sweetest injection
Of any kind

I stop and I stare too much
Afraid that I care too much
And I hardly dare to touch
For fear that the spell may be broken

When I need a drug in me
And it brings out the thug in me
Feel something tugging me
Then I want the real thing not tokens

The sweetest perfection...
Things you'd expect to be
Having effect on me
Pass undetectedly
But everyone knows what has got me

Takes me completely
Touches so sweetly
Reaches so deeply
I know that nothing can stop me

Sweetest perfection
An offer was made
An assorted collection
But I wouldn't trade

The sweetest perfection...
Takes me completely
Touches so sweetly
Reaches so deeply
Nothing can stop me",sweet perfection call slight correction could not finely hone sweet infection body mind sweet injection kind stop stare much afraid care much hardly dare touch fear spell may break need drug bring thug feel something tug want real thing not token sweet perfection thing would expect effect pass undetectedly everyone know get take completely touch sweetly reach deeply know nothing stop sweet perfection offer make assorted collection would not trade sweet perfection take completely touch sweetly reach deeply nothing stop,the sweet perfection to call my own the slight correction could not finely hone the sweet infection of body and mind sweet injection of any kind i stop and i stare too much afraid that i care too much and i hardly dare to touch for fear that the spell may be break when i need a drug in me and it bring out the thug in me feel something tug me then i want the real thing not token the sweet perfection thing you would expect to be have effect on me pass undetectedly but everyone know what have get me take me completely touch so sweetly reach so deeply i know that nothing can stop me sweet perfection an offer be make an assorted collection but i would not trade the sweet perfection take me completely touch so sweetly reach so deeply nothing can stop me,/lyric/33309042/Depeche+Mode/Sweetest+Perfection+%5B2006+Digital+Remaster%5D,['Pop/Rock'],4:33,"['brooding', 'dramatic', 'intimate', 'melancholy', 'nocturnal', 'bleak', 'cathartic', 'gentle']",Perfect,https://www.allmusic.com/song/perfect-mt0010042273
24,24,Depeche Mode,cathartic,Sounds of the Universe,/album/sounds-of-the-universe-mw0000809901,"It's one of those conversations
We've we've had them before

The ones that leave you empty
And wanting for more

Your eyes they tell me something
That I understand
Your eyes they hold the truth
And the truth is:

You're miles away [Repeat: x3]

Excuse me for my hesitation
'ave I met you before
Your face seems so familiar
And longing for more

Your eyes they tell me something
That I understand

Your eyes they hold the truth
And a truth is

You're miles away [Repeat: x3]

With all your superstitions
And empty lines
I could be just like you
Withdrawn but alive

Life it has its limitations
We all have our needs
Love could be the only answer
It lies underneath

Your eyes they tell me something
That I understand
Your eyes they hold the truth
And a truth is

You're miles away [Repeat: x3]",one conversation one leave empty want eye tell something understand eye hold truth truth mile away [ repeat x ] excuse hesitation ave meet face seem familiar longing eye tell something understand eye hold truth truth mile away [ repeat x ] superstition empty line could like withdrawn alive life limitation need love could answer lie underneath eye tell something understand eye hold truth truth mile away [ repeat x ],it be one of those conversation we have we have have them before the one that leave you empty and want for more your eye they tell me something that i understand your eye they hold the truth and the truth be you be mile away [ repeat x ] excuse me for my hesitation ave i meet you before your face seem so familiar and longing for more your eye they tell me something that i understand your eye they hold the truth and a truth be you be mile away [ repeat x ] with all your superstition and empty line i could be just like you withdrawn but alive life it have its limitation we all have our need love could be the only answer it lie underneath your eye they tell me something that i understand your eye they hold the truth and a truth be you be mile away [ repeat x ],/lyric/16265384/Depeche+Mode/Miles+Away-The+Truth+Is,['Pop/Rock'],4:14,"['brooding', 'dramatic', 'intimate', 'melancholy', 'nocturnal', 'bleak', 'cathartic', 'restrained']",Miles Away/The Truth Is,https://www.allmusic.com/song/miles-away-the-truth-is-mt0010042272
25,25,Depeche Mode,cathartic,Sounds of the Universe,/album/sounds-of-the-universe-mw0000809901,"They call you Jezebel
Whenever we walk in
You're going straight to hell
For wanton acts of sin, they say
And that I'll have to pay
But I need you just this way

They call you Jezebel
For what you like to wear
You're morally unwell
They say you never care for me
But what the fail to see is that your games are the key

Open their eyes to the beauty
Open their hearts to the fun
Open their minds to the idea that you don't own someone

They call you Jezebel
Whenever men walk by
They say that they can tell
The longing in your eyes is real
And how you really feel
But they can't see your appeal

Jezebel",call jezebel whenever walk go straight hell wanton act sin say pay need way call jezebel like wear morally unwell say never care fail see game key open eye beauty open heart fun open mind idea not someone call jezebel whenever man walk say tell longing eye real really feel not see appeal jezebel,they call you jezebel whenever we walk in you be go straight to hell for wanton act of sin they say and that i will have to pay but i need you just this way they call you jezebel for what you like to wear you be morally unwell they say you never care for me but what the fail to see be that your game be the key open their eye to the beauty open their heart to the fun open their mind to the idea that you do not own someone they call you jezebel whenever man walk by they say that they can tell the longing in your eye be real and how you really feel but they can not see your appeal jezebel,/lyric/16265385/Depeche+Mode/Jezebel,['Pop/Rock'],4:41,"['brooding', 'intimate', 'melancholy', 'nocturnal', 'bleak', 'cathartic', 'gentle', 'plaintive']",Jezebel,https://www.allmusic.com/song/jezebel-mt0010042271
26,26,Depeche Mode,cathartic,Sounds of the Universe,/album/sounds-of-the-universe-mw0000809901,"I could corrupt you
In a heart beat
You think your so special
Think your so sweet
What are you trying don't even tempt me
Soon you'll be crying unwishing you dreamt of be
You'll be calling out my name
When you need someone to blame

I can corrupt you
It would be easy
Watching you suffer
God, it would please me

I wanna touch you with my little finger
I know it will crush you my memory would linger
You'd be crying out in pain
Begging me to play my games

I can corrupt you
It will be ugly
They could sedate you
But what good would drugs be
I wanna touch you with my hands on your hips
It would be too much to
Place my lips on your lips
You'll be calling out my name
Begging me to play my games",could corrupt heart beat think special think sweet try not even tempt soon cry unwish dream call name need someone blame corrupt would easy watch suffer god would please wanna touch little finger know crush memory would linger would cry pain beg play game corrupt ugly could sedate good would drug wanna touch hand hip would much place lip lip call name beg play game,i could corrupt you in a heart beat you think your so special think your so sweet what be you try do not even tempt me soon you will be cry unwish you dream of be you will be call out my name when you need someone to blame i can corrupt you it would be easy watch you suffer god it would please me i wanna touch you with my little finger i know it will crush you my memory would linger you would be cry out in pain beg me to play my game i can corrupt you it will be ugly they could sedate you but what good would drug be i wanna touch you with my hand on your hip it would be too much to place my lip on your lip you will be call out my name beg me to play my game,/lyric/16265386/Depeche+Mode/Corrupt,['Pop/Rock'],8:58,"['brooding', 'dramatic', 'intimate', 'melancholy', 'nocturnal', 'bleak', 'cathartic', 'gentle']",Corrupt,https://www.allmusic.com/song/corrupt-mt0010042277
27,27,The Who,cathartic,Quadrophenia,/album/quadrophenia-mw0000652644,"Every year is the same
And I feel it again
I'm a loser, no chance to win
Leaves start fallin'
Come down is callin' 
Loneliness starts sinking in

But I'm one
I am one
And I can see
That this is me
And I will be
You'll all see
I'm the one

Where do you get
Those blue, blue jeans
Faded, patched secret so tight?
Where do you get
That walk oh so lean?
Your shoes and your shirt's all just right

I'm one
I am one
And I can see
That this is me
And I will be 
You'll all see
I'm the one

I got a Gibson
Without a case
But I can't get that even tanned look on my face
Ill fitting clothes
And I blend in the crowd
Fingers so clumsy
Voice too loud

But I'm one
I am one
And I can see
That this is me
And I will be
You'll all see 
I'm the one

I'm the one

I'm the one",every year feel loser no chance win leaf start fallin come callin loneliness start sink one one see see one get blue blue jean fade patch secret tight get walk oh lean shoe shirt right one one see see one get gibson without case not get even tan look face ill fitting clothe blend crowd finger clumsy voice loud one one see see one one one,every year be the same and i feel it again i be a loser no chance to win leaf start fallin come down be callin loneliness start sink in but i be one i be one and i can see that this be me and i will be you will all see i be the one where do you get those blue blue jean fade patch secret so tight where do you get that walk oh so lean your shoe and your shirt all just right i be one i be one and i can see that this be me and i will be you will all see i be the one i get a gibson without a case but i can not get that even tan look on my face ill fitting clothe and i blend in the crowd finger so clumsy voice too loud but i be one i be one and i can see that this be me and i will be you will all see i be the one i be the one i be the one,/lyric/3183250/The+Who/I%27m+One,['Pop/Rock'],2:37,"['angst-ridden', 'bittersweet', 'brash', 'brooding', 'cathartic', 'confident', 'earnest', 'energetic']",I'm One,https://www.allmusic.com/song/im-one-mt0003523765
28,28,The Who,cathartic,Quadrophenia,/album/quadrophenia-mw0000652644,"Why should I care, why should I care?
Girls of fifteen
Sexually knowing
The ushers are sniffing
Eau-de-cologning
The seats are seductive
Celibate sitting
Pretty girls digging
Prettier women.

Magically bored
On a quiet street corner
Free frustration
In our minds and our toes
Quiet stormwater
M-m-my generation

Uppers and downers
Either way blood flows.

Inside outside. Leave me alone.
Inside outside. Nowhere is home.
Inside outside, Where have I been?
Out of my brain on the five fifteen.

On a raft in the quarry
Slowly sinking.
On the back of a lorry
Holy hitching.
Dreadfully sorry
Apple scrumping.
Born in the war
Birthday punching.

He man drag
In the glittering ballroom
Gravely outrageous
In my high heel shoes
Tightly undone
They know what they're showing
Sadly ecstatic
That their heroes are news.

Why should I care?",care care girl fifteen sexually know usher sniff eau de cologn seat seductive celibate sit pretty girl dig pretty woman magically bore quiet street corner free frustration mind toe quiet stormwater generation upper downer either way blood flow inside outside leave alone inside outside nowhere home inside outside brain five fifteen raft quarry slowly sink back lorry holy hitching dreadfully sorry apple scrumping bear war birthday punching man drag glitter ballroom gravely outrageous high heel shoe tightly undo know show sadly ecstatic hero news care,why should i care why should i care girl of fifteen sexually know the usher be sniff eau de cologn the seat be seductive celibate sit pretty girl dig pretty woman magically bore on a quiet street corner free frustration in our mind and our toe quiet stormwater m m my generation upper and downer either way blood flow inside outside leave me alone inside outside nowhere be home inside outside where have i be out of my brain on the five fifteen on a raft in the quarry slowly sink on the back of a lorry holy hitching dreadfully sorry apple scrumping bear in the war birthday punching he man drag in the glitter ballroom gravely outrageous in my high heel shoe tightly undo they know what they be show sadly ecstatic that their hero be news why should i care ,/lyric/886063/The+Who/5%3A15+%5BSingle+Mix%5D,['Pop/Rock'],4:59,"['aggressive', 'brash', 'bravado', 'bright', 'cathartic', 'confident', 'confrontational', 'cynical/sarcastic']",5:15,https://www.allmusic.com/song/515-mt0006896264
29,29,The Who,cathartic,Quadrophenia,/album/quadrophenia-mw0000652644,"Here by the sea and sand
Nothing ever goes as planned
I just couldn't face going home
It was just a drag on my own
They finally threw me out
My mom got drunk on stout
My dad couldn't stand on two feet
As he lectured about morality
Now I guess the family's complete
With me hanging 'round on the street
Or here on the beach

The girl I love
Is a perfect dresser
Wears every fashion
Gets it to the tee
Heavens above
I've got to match her
She knows just how
She wants her man to be
Leave it to me

My jacket's gonna be cut slim and checked
Maybe a touch of seersucker with an open neck
I ride a G.S. scooter with my hair cut neat
I wear my wartime coat in the wind and sleet

I see her dance
Across the ballroom
UV lights making stars shine
Of her smile
I am the face
She has to know me
I'm dressed up better than anyone
Within a mile

Oh, yeah 
So how come the other tickets look much better?
Without a penny to spend they dress to the letter
How come the girls come on oh so cool
Yet when you meet 'em, every one's a fool?

Come sleep on the beach
Keep within my reach
I just want to die with you near
I'm feeling so high with you here
I'm wet and I'm cold
But thank God I ain't old
Why didn't I say what I mean?
I should have split home at fifteen
There's a story that the grass is so green
What did I see?
Where have I been?

Nothing is planned, by the sea and the sand

I'm the face if you want it, baby
I'm the face if you want it
I'm the face if you want it , baby
I'm the face if you want it
I'm the face if you want it
I'm the face if you want it, baby
If you want it, if you want it, if you want it, if you want it
If you want it, if you want it, it you want it, if you want it, ah the face",sea sand nothing ever go plan could not face go home drag finally throw mom get drunk stout dad could not stand two foot lecture morality guess family complete hang round street beach girl love perfect dresser wear every fashion get tee heaven get match know want man leave jacket go cut slim check maybe touch seersucker open neck ride g scooter hair cut neat wear wartime coat wind sleet see dance across ballroom uv light make star shine smile face know dress better anyone within mile oh yeah come ticket look much good without penny spend dress letter come girl come oh cool yet meet em every one fool come sleep beach keep within reach want die near feel high wet cold thank god not old not say mean split home fifteen story grass green see nothing plan sea sand face want baby face want face want baby face want face want face want baby want want want want want want want want ah face,here by the sea and sand nothing ever go as plan i just could not face go home it be just a drag on my own they finally throw me out my mom get drunk on stout my dad could not stand on two foot as he lecture about morality now i guess the family complete with me hang round on the street or here on the beach the girl i love be a perfect dresser wear every fashion get it to the tee heaven above i have get to match her she know just how she want her man to be leave it to me my jacket go to be cut slim and check maybe a touch of seersucker with an open neck i ride a g s scooter with my hair cut neat i wear my wartime coat in the wind and sleet i see her dance across the ballroom uv light make star shine of her smile i be the face she have to know me i be dress up better than anyone within a mile oh yeah so how come the other ticket look much good without a penny to spend they dress to the letter how come the girl come on oh so cool yet when you meet em every one a fool come sleep on the beach keep within my reach i just want to die with you near i be feel so high with you here i be wet and i be cold but thank god i as not old why do not i say what i mean i should have split home at fifteen there be a story that the grass be so green what do i see where have i be nothing be plan by the sea and the sand i be the face if you want it baby i be the face if you want it i be the face if you want it baby i be the face if you want it i be the face if you want it i be the face if you want it baby if you want it if you want it if you want it if you want it if you want it if you want it it you want it if you want it ah the face,/lyric/3557977/The+Who/Sea+and+Sand,['Pop/Rock'],5:01,"['acerbic', 'angry', 'angst-ridden', 'bittersweet', 'brooding', 'cathartic', 'cynical/sarcastic', 'energetic']",Sea and Sand,https://www.allmusic.com/song/sea-and-sand-mt0006923171
30,30,The Who,cathartic,Quadrophenia,/album/quadrophenia-mw0000652644,"There are men high up there fishing
Haven't seen quite enough of the world
Ooh, I ain't seen a sign of my heroes
And I'm still diving down for pearls

Let me flow into the ocean
Let me get back to the sea
Let me be stormy and let me be calm
Let the tide in, and set me free

I'm flowing under bridges
Then flying through the sky
I'm traveling down cold metal
Just a tear in a baby's eye

Oh, let me flow into the ocean
Oh, let me get back to the sea
Let me be stormy and let me be calm
Let the tide in, and set me free

Set me free 
I am not the actor
This can't be the scene
But I am in the water
As far as I can see

Oh, I'm remembering distant memories
Recalling other names
Rippling over canyons
And boiling in the train

Let me flow into the ocean
Let me get back to the sea
Let me be stormy and let me be calm
Let the tide in and set me free
Set me free
Set me free
I wanna drown
In cold water

Oh",man high fishing not see quite enough world ooh not see sign hero still dive pearl let flow ocean let get back sea let stormy let calm let tide set free flow bridge fly sky travel cold metal tear babys eye oh let flow ocean oh let get back sea let stormy let calm let tide set free set free not actor not scene water far see oh remember distant memory recall name ripple canyon boil train let flow ocean let get back sea let stormy let calm let tide set free set free set free wanna drown cold water oh,there be man high up there fishing have not see quite enough of the world ooh i as not see a sign of my hero and i be still dive down for pearl let me flow into the ocean let me get back to the sea let me be stormy and let me be calm let the tide in and set me free i be flow under bridge then fly through the sky i be travel down cold metal just a tear in a babys eye oh let me flow into the ocean oh let me get back to the sea let me be stormy and let me be calm let the tide in and set me free set me free i be not the actor this can not be the scene but i be in the water as far as i can see oh i be remember distant memory recall other name ripple over canyon and boil in the train let me flow into the ocean let me get back to the sea let me be stormy and let me be calm let the tide in and set me free set me free set me free i wanna drown in cold water oh,/lyric/3097832/The+Who/Drowned,['Pop/Rock'],5:26,"['angst-ridden', 'brash', 'bravado', 'bright', 'cathartic', 'confident', 'energetic', 'fiery']",Drowned,https://www.allmusic.com/song/drowned-mt0008643093
31,31,The Who,cathartic,Quadrophenia,/album/quadrophenia-mw0000652644,"Laugh and say I'm green
I've seen things you'll never see
Talk behind my back
I'm off the beaten track
I'll take on anyone
Ain't scared of a bloody nose
Drink 'til I drop down
With one eye on my clothes

What is it? 
I'll take it
Who is she? 
I'll rape it
Got a bet there? 
I'll meet it
Getting high? 
You can't beat it

Doctor Jimmy and mister Jim
When I'm pilled you don't notice him
He only comes out when I drink my gin

You say she's a virgin
But I'm gonna be the first in
Her fellah's gonna kill me?
Oh fucking will he
I'm seeing double
But don't miss me if you can
There's gonna be trouble
When she chooses her man

What is it? 
I'll take it
Who is she? 
I'll rape it
Got a bet there? 
I'll meet it
Getting high? 
You can't beat it

Doctor Jimmy and mister Jim 
When I'm pilled you don't notice him
He only comes out when I drink my gin

Is it me? 
For a moment
The stars are falling
The heat is rising
The past is calling

Is it me? 
For a moment
The stars are falling
The heat is rising
The past is calling

I'm going back soon
Home to get the baboon
Who cut up my eye
Tore up my Levis
I'm feeling restless
Bring another score around
Maybe something stronger
Could really hold me down

What is it? 
I'll take it
Who is she? 
I'll rape it
Got a bet there? 
I'll meet it
Getting high? 
You can't beat it

What is it? 
I'll take it
Who is she? 
I'll rape it

Doctor Jimmy and mister Jim 
When I'm pilled you don't notice him
He only comes out when I drink my gin

Is it me? 
For a moment
The stars are falling
The heat is rising
The past is calling

Is it me? 
For a moment
The stars are falling
The heat is rising
The past is calling",laugh say green see thing never see talk behind back beat track take anyone not scared bloody nose drink til drop one eye clothe take rape get bet meet get high not beat doctor jimmy mister jim pill not notice come drink gin say virgin go first fellah go kill oh fucking see double not miss go trouble choose man take rape get bet meet get high not beat doctor jimmy mister jim pill not notice come drink gin moment star fall heat rise past call moment star fall heat rise past call go back soon home get baboon cut eye tear levis feel restless bring another score around maybe something strong could really hold take rape get bet meet get high not beat take rape doctor jimmy mister jim pill not notice come drink gin moment star fall heat rise past call moment star fall heat rise past call,laugh and say i be green i have see thing you will never see talk behind my back i be off the beat track i will take on anyone as not scared of a bloody nose drink til i drop down with one eye on my clothe what be it i will take it who be she i will rape it get a bet there i will meet it get high you can not beat it doctor jimmy and mister jim when i be pill you do not notice him he only come out when i drink my gin you say she be a virgin but i be go to be the first in her fellah go to kill me oh fucking will he i be see double but do not miss me if you can there be go to be trouble when she choose her man what be it i will take it who be she i will rape it get a bet there i will meet it get high you can not beat it doctor jimmy and mister jim when i be pill you do not notice him he only come out when i drink my gin be it me for a moment the star be fall the heat be rise the past be call be it me for a moment the star be fall the heat be rise the past be call i be go back soon home to get the baboon who cut up my eye tear up my levis i be feel restless bring another score around maybe something strong could really hold me down what be it i will take it who be she i will rape it get a bet there i will meet it get high you can not beat it what be it i will take it who be she i will rape it doctor jimmy and mister jim when i be pill you do not notice him he only come out when i drink my gin be it me for a moment the star be fall the heat be rise the past be call be it me for a moment the star be fall the heat be rise the past be call,/lyric/3557980/The+Who/Doctor+Jimmy,['Pop/Rock'],8:36,"['acerbic', 'aggressive', 'angry', 'angst-ridden', 'bitter', 'cathartic', 'confrontational', 'energetic']",Doctor Jimmy,https://www.allmusic.com/song/doctor-jimmy-mt0006872587
32,32,The Who,cathartic,Quadrophenia,/album/quadrophenia-mw0000652644,"Only love
Can make it rain
The way the beach is kissed by the sea
Only love
Can make it rain
Like the sweat of lovers'
Laying in the fields

Love, reign o'er me
Love, reign o'er me, rain on me, rain on me

Only love
Can bring the rain
That makes you yearn to the sky
Only love
Can bring the rain
That falls like tears from on high

Love, reign o'er me, rain on me, rain on me
Love, reign o'er me, rain on me, rain on me

On the dry and dusty road
The nights we spend apart alone
I need to get back home to cool, cool rain
I can't sleep and I lay and I think
The night is hot and black as ink
Oh God, I need a drink of cool, cool rain

Love, reign o'er me, rain on me, on me, on me, oh
Love, reign o'er me, whoa, on me

Love",love make rain way beach kiss sea love make rain like sweat lover lay field love reign oer love reign oer rain rain love bring rain make yearn sky love bring rain fall like tear high love reign oer rain rain love reign oer rain rain dry dusty road night spend apart alone need get back home cool cool rain not sleep lay think night hot black ink oh god need drink cool cool rain love reign oer rain oh love reign oer whoa love,only love can make it rain the way the beach be kiss by the sea only love can make it rain like the sweat of lover lay in the field love reign oer me love reign oer me rain on me rain on me only love can bring the rain that make you yearn to the sky only love can bring the rain that fall like tear from on high love reign oer me rain on me rain on me love reign oer me rain on me rain on me on the dry and dusty road the night we spend apart alone i need to get back home to cool cool rain i can not sleep and i lay and i think the night be hot and black as ink oh god i need a drink of cool cool rain love reign oer me rain on me on me on me oh love reign oer me whoa on me love,/lyric/3557982/The+Who/Love%2C+Reign+O%27er+Me,['Pop/Rock'],6:37,"['aggressive', 'angry', 'angst-ridden', 'bitter', 'bittersweet', 'brash', 'bravado', 'cathartic']","Love, Reign O'er Me",https://www.allmusic.com/song/love-reign-oer-me-mt0007164287
33,33,The Beach Boys,cathartic,Summer Days (And Summer?,/album/summer-days-and-summer-nights%21%21-mw0000116156,"Well since she put me down I've been out doin' in my head
I come in late at night and in the mornin' I just lay in bed

Well, Rhonda you look so fine (look so fine)
And I know it wouldn't take much time
For you to help me Rhonda
Help me get her out of my heart

Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda yeah
Get her out of my heart

She was gonna be my wife
And I was gonna be her man
(Oh Rhonda)
But she let another guy come between us
And it shattered our plans
(Oh Rhonda)

Well, Rhonda you caught my eye (caught my eye)
And I can give you lotsa reasons why
You gotta help me Rhonda
Help me get her out of my heart

Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda yeah
Get her out of my heart

Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda yeah
Get her out of my heart",well since put head come late night mornin lie bed well rhonda look fine look fine know would not take much time help rhonda help get heart help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda yeah get heart go wife go man oh rhonda let another guy come us shatter plan oh rhonda well rhonda catch eye catch eye give lotsa reason get help rhonda help get heart help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda yeah get heart help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda help help rhonda help rhonda yeah get heart,well since she put me down i have be out do in my head i come in late at night and in the mornin i just lie in bed well rhonda you look so fine look so fine and i know it would not take much time for you to help me rhonda help me get her out of my heart help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda yeah get her out of my heart she be go to be my wife and i be go to be her man oh rhonda but she let another guy come between us and it shatter our plan oh rhonda well rhonda you catch my eye catch my eye and i can give you lotsa reason why you get to help me rhonda help me get her out of my heart help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda yeah get her out of my heart help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda help help me rhonda help me rhonda yeah get her out of my heart,/lyric/297693/The+Beach+Boys/Help+Me%2C+Rhonda,['Pop/Rock'],2:48,"['plaintive', 'warm', 'earnest', 'fun', 'sentimental', 'yearning', 'bittersweet', 'cathartic']","Help Me, Rhonda",https://www.allmusic.com/song/help-me-rhonda-mt0045331695
